x1,y1,x2,y2
-2.9461352663017415,13.039619091905545,7.362962364840108,13.617630536514053
-1.5707502082997946,12.294429549198394,5.164094598343766,11.980733407720507
-2.5242731910583665,13.10762582703309,5.156854196940623,14.224358819180637
-2.123666570787037,10.489997459100524,4.86543901424547,13.011501242244398
-2.5453067782742296,12.307300692942652,5.82527682018924,13.508450390269411
-0.9162638064532098,11.36040228164489,4.40131715991979,15.395840956958258
-0.7227654043243148,12.450755833251545,5.07700085260099,10.37678933705587
-1.6833270659263797,9.213626775871617,3.7996601253123203,14.718818533343303
-2.8352509014100598,12.388592985028351,3.3656722164534516,13.504183612999482
-0.5207815045342916,10.309587427671342,7.584173023912948,14.761139906581796
-2.528977580059459,9.316693075295687,6.367707459393807,12.895802059550222
-1.1275052627980287,11.438949103655109,4.664577180303695,12.805349015836429
-3.9704962556364474,10.849139261776847,5.597453699578593,13.539630878927099
-1.3243648442356417,12.013303995276287,4.9601023094216306,11.741860544114406
-1.6121397763077188,10.493490569073733,6.607775143878945,12.099635537426131
-2.7922632931370934,12.426928592656354,7.000085043274556,13.023949854434871
0.012864409780771975,11.41158931294759,5.0860424014824055,13.164428385515803
-2.2738490412616823,10.961503117939365,6.756866235779619,15.846913518891867
-3.1989295152571278,11.654201632739081,3.489119481564898,15.693629882064778
-2.3294553853981657,10.525254369969213,2.7681035924806263,11.885659918385386
0.4497362797076108,12.161713439098707,6.435388799871657,13.923011856016922
-2.5656627590662873,11.306686846908429,5.9290238680643945,11.6320861834092
-2.2953383671451615,12.246776664762384,3.480963328325051,15.517114644532034
-1.7892145277519875,11.906961652520735,4.748561139095548,12.317054669771899
-2.7195347322309398,11.919377346157619,6.375534464603422,13.70227665441747
-2.754107489151561,12.283453732277906,4.895808879700374,14.427430748507717
-3.1670403312214286,12.754544977902851,5.155309637479877,12.148480721050532
-1.8542058437296047,13.017213604711552,5.71591747024813,12.190919990467629
-1.2050656279916137,11.76468988214739,5.219860522977364,13.142969880319102
-3.0091295723242477,10.276857323482044,3.9958254090248424,14.151216802082157
-2.420205637253982,10.291584353910952,3.816271223627119,14.632872813008605
-2.675005852670479,10.170297914084767,6.3585726824702435,15.753026509745785
-2.2798728337940872,10.843295374872492,5.452379326058557,13.160870347458607
-0.7318578621004685,12.248632551447036,4.204864064235901,12.474366486491835
0.515298746483936,11.212959141116293,3.2162009522979744,12.637365930333607
-0.013864646586217586,12.01658003860777,5.122374385062934,15.084775361575574
-2.2796509660378965,12.728605343842165,7.665984483378714,13.265903015121859
-3.617779694234304,11.64529876914497,5.429177301994089,13.086661148859628
-0.7545481327349239,10.988626121935594,5.84157943850324,11.992946247738182
-1.6975438420549367,10.578317008026126,5.880105457197993,13.585390991534245
-1.0947524138986375,10.9521661210618,6.574531411461204,13.606371755754644
-1.2402095357109442,11.967268614059279,6.53598385697831,13.34877178961769
-2.3640281423187863,10.889330756089503,5.164094598343766,11.980733407720507
-2.1476055986440103,9.268782087324466,6.370209974508833,13.997458249483046
-1.264826169991722,10.946341954227002,7.3056096769281895,13.773878522975506
-1.0027534048203055,11.147045079384682,6.315380469741373,13.19584464634629
-1.089920609611207,11.133976589068256,4.355293284045657,12.366962260960435
-2.2171003955277757,11.720747174326316,5.741920801262725,12.927809183599248
-2.2335240462123918,9.216922539272659,7.6227412464252735,12.959222093187714
-1.4318880298186072,10.999621658925644,5.712787015267769,12.158199353269497
